Oid	Name	Rank	Parent	Kingdom	Phylum	Class	Order	Suborder	Family	Genus	Species	FullName	Author	Year	SaproxylicStatus	Norway	Sweden	Finland	Denmark	Estonia	Latvia	Lithuania	Poland	England	Scotland	France	RealSpecies	SpeciesName	Synonyms	Comment	OtherDistribution	OptimisticLockField	GCRecord	ObjectType
{07A72885-2BB5-476C-BD1F-00AAB0CCC781}	flavicauda	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{F9AF4FA7-1B69-4757-93E1-6B161EF47A6B}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{392053E5-29A9-42CA-A236-626958E32484}	{F9AF4FA7-1B69-4757-93E1-6B161EF47A6B}	{07A72885-2BB5-476C-BD1F-00AAB0CCC781}	Trichonta flavicauda	Lundström 1914	0	0	2	1	2	1	0	0	0	0	0	0	0		Trichonta flavicauda				0		15
{3051A64A-2E98-4EDC-8A6E-00B9EFE5F19A}	widenfalki	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{61C3DBF4-B52E-4058-8E6A-674AD5430639}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{3D8C4449-9971-4572-A300-51535C0289AF}	{61C3DBF4-B52E-4058-8E6A-674AD5430639}	{3051A64A-2E98-4EDC-8A6E-00B9EFE5F19A}	Cardiophorus widenfalki	Leiler, 1967	0	2	1	2	1	1	0	0	0	0	0	0	0		Cardiophorus widenfalki				0		15
{5175A074-54C0-4D91-9A0D-00BC7027A4D8}	orbicularis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{AD6DC0F5-8D1C-485A-AFCE-6CFA28F2414E}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{533C8C51-AC3B-4D41-82B8-895DC829E6B4}	{AD6DC0F5-8D1C-485A-AFCE-6CFA28F2414E}	{5175A074-54C0-4D91-9A0D-00BC7027A4D8}	Trichouropoda orbicularis		0	0	0	0	0	0	0	0	0	0	0	0	0		Trichouropoda orbicularis				0		15
{182087BE-064A-41F1-850F-00C009AE7719}	cesatii var. sphaerosporus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{323E5DA4-AE42-49C1-9508-A63064FB1F8D}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{228CBFE6-5582-4244-806D-13765B3DFFB1}	{EFAD9EF5-DE33-47E4-9DE2-C5C4AD707AD8}	{3EF0D29B-5A57-431F-81F3-10E13BADBDFC}	{323E5DA4-AE42-49C1-9508-A63064FB1F8D}	{182087BE-064A-41F1-850F-00C009AE7719}	Crepidotus cesatii var. sphaerosporus		0	2	0	0	0	0	0	0	0	0	0	0	0		Crepidotus cesatii var. sphaerosporus				0		15
{7EFC0E2A-CFF7-4625-BB86-00C30AEB61AB}	caliginosa	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{6F96F149-39B0-47EE-A070-207BB9CA0AA1}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{392053E5-29A9-42CA-A236-626958E32484}	{6F96F149-39B0-47EE-A070-207BB9CA0AA1}	{7EFC0E2A-CFF7-4625-BB86-00C30AEB61AB}	Phronia caliginosa	Dziedzicki 1889	0	0	2	2	2	2	0	0	0	0	0	0	0		Phronia caliginosa				0		15
{53ECF7B2-6AEA-4AFE-9A50-00CC20EDBF14}	hyemalis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{C35909E9-86E2-4689-AB13-1F57E69EC351}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{228CBFE6-5582-4244-806D-13765B3DFFB1}	{EFAD9EF5-DE33-47E4-9DE2-C5C4AD707AD8}	{9A09A29C-19D5-41C4-A351-F3EE315CC6C1}	{C35909E9-86E2-4689-AB13-1F57E69EC351}	{53ECF7B2-6AEA-4AFE-9A50-00CC20EDBF14}	Mycena hyemalis		0	2	0	0	0	0	0	0	0	0	0	0	0		Mycena hyemalis				0		15
{FEC017CF-A73E-44A0-94C2-00D530FD2E53}	brinkmannii	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{52EAC737-A58E-4F87-8EBD-0D4BAC2C173C}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{FEAC51AB-B3CA-4E6E-BCF2-2123F358400B}	{52EAC737-A58E-4F87-8EBD-0D4BAC2C173C}	{FEC017CF-A73E-44A0-94C2-00D530FD2E53}	Sistotrema brinkmannii		0	2	0	0	0	0	0	0	0	0	0	0	0		Sistotrema brinkmannii				0		15
{0E5EE8EC-8A0F-40DD-9F73-00D72A8011FD}	Phthiracaridae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{411FC4F8-F26F-44D4-91F7-B81E50096B81}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{411FC4F8-F26F-44D4-91F7-B81E50096B81}	{0E5EE8EC-8A0F-40DD-9F73-00D72A8011FD}			Phthiracaridae		0	0																	0		13
{17D29279-2293-445C-8C6F-00DA64CED39A}	fulvicollis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{5BD1DFE5-3321-40A7-8244-08C78F09775C}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{CBB0C94E-B0B7-427C-A71B-DA8571557918}	{5BD1DFE5-3321-40A7-8244-08C78F09775C}	{17D29279-2293-445C-8C6F-00DA64CED39A}	Mycetophagus fulvicollis	Fabricius, 1792	0	2	2	2	2	2	0	0	0	0	0	0	0		Mycetophagus fulvicollis				0		15
{38062720-E872-4C2D-A5D6-00DD561551E4}	Leptosyna	{62253267-A76C-4326-9948-6A5BD50334C8}	{AED42834-B131-4F7C-BB80-6F109989413F}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{AED42834-B131-4F7C-BB80-6F109989413F}	{38062720-E872-4C2D-A5D6-00DD561551E4}		Leptosyna		0	0																	0		13
{02712DED-A94A-48E7-9854-00E22D23F5A6}	bugellensis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{E5C1593E-808B-410E-AE44-CB49878464ED}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{4E9D3A23-AFAA-44D9-97B8-7CF622918B98}	{664ECE3E-9889-4F4D-9733-C8E32F134BEC}	{CD3F3507-1237-4F71-8165-53B5966EFD1B}	{E5C1593E-808B-410E-AE44-CB49878464ED}	{02712DED-A94A-48E7-9854-00E22D23F5A6}	Hyphodontia bugellensis		0	2	0	0	0	0	0	0	0	0	0	0	0		Hyphodontia bugellensis				0		15
{43C0A1A1-1AAF-479E-8013-00E26CEDE6DA}	elongatus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{7CA5B9EC-501F-4508-BF77-3548B71FBC28}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{2E955F8C-3D69-4B5A-B81B-B8858374D52D}	{7CA5B9EC-501F-4508-BF77-3548B71FBC28}	{43C0A1A1-1AAF-479E-8013-00E26CEDE6DA}	Rhyncolus elongatus	(Gyllenhal, 1827)	0	2	2	2	2	1	0	0	0	0	0	0	0		Rhyncolus elongatus				0		15
{75D1F793-8C42-49D4-937C-00E2830D9D35}	Chyromyidae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{A2ECAD2A-6B0A-4BED-B475-6E27D1BA2275}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{A2ECAD2A-6B0A-4BED-B475-6E27D1BA2275}	{75D1F793-8C42-49D4-937C-00E2830D9D35}			Chyromyidae		0	0																	0		13
{4D146882-77CF-4161-935D-00FD1C4ABC3F}	Ropalopus	{62253267-A76C-4326-9948-6A5BD50334C8}	{D29825ED-522B-40E9-B433-8D99BD68F5D8}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{D29825ED-522B-40E9-B433-8D99BD68F5D8}	{4D146882-77CF-4161-935D-00FD1C4ABC3F}		Ropalopus		0	0																	0		13
{B9EC0B1F-4022-4B0F-B729-01007860A024}	euarmatus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{85D83F62-39CE-44CD-9507-201EA67401F6}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{8478B6A9-34F3-4BE9-8657-C1B3DB00DD6A}	{85D83F62-39CE-44CD-9507-201EA67401F6}	{B9EC0B1F-4022-4B0F-B729-01007860A024}	Insectolaelaps euarmatus		0	0	0	0	0	0	0	0	0	0	0	0	0		Insectolaelaps euarmatus				0		15
{9A1ACEF9-2ACF-4C8B-8AC1-010490EFCA18}	Throscidae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{9A1ACEF9-2ACF-4C8B-8AC1-010490EFCA18}			Throscidae		0	0																	0		13
{DE656CFB-9BA7-41C5-B032-010630088FA6}	taxicola	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{EE343448-CEA1-4649-9F74-708C4693A887}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{E9AF8A67-CB8A-432D-B440-BF0EB0CC8B86}	{EE343448-CEA1-4649-9F74-708C4693A887}	{DE656CFB-9BA7-41C5-B032-010630088FA6}	Gloeoporus taxicola		0	2	0	0	0	0	0	0	0	0	0	0	0		Gloeoporus taxicola				0		15
{D1529BDE-DFB9-420D-AA91-01069B5878BA}	Malachius	{62253267-A76C-4326-9948-6A5BD50334C8}	{B090ED88-A500-46A9-AD1A-50C4FEDA6740}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{B090ED88-A500-46A9-AD1A-50C4FEDA6740}	{D1529BDE-DFB9-420D-AA91-01069B5878BA}		Malachius		0	0																	0		13
{DFE97CA2-0E8D-419C-A783-0106B7372DED}	comatus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{777366B3-36EF-4BBB-8EEF-55F8F065F519}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{8478B6A9-34F3-4BE9-8657-C1B3DB00DD6A}	{777366B3-36EF-4BBB-8EEF-55F8F065F519}	{DFE97CA2-0E8D-419C-A783-0106B7372DED}	Dendrolaelaps comatus	Hirschmann 1960	0	2	0	0	0	0	0	0	0	2	0	0	0		Dendrolaelaps comatus				0		15
{6A68BA0C-DBBB-4E59-926A-010BE334B017}	laccatum	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{D5A76530-2D9C-4116-9861-DE2D9B48153F}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D215D254-81F8-412D-AC27-7949AAE4BC2C}	{C0596362-F6E8-429B-BE27-3E4AD84A289A}	{2E7507E9-A8C5-4438-897E-891721273DE1}	{D5A76530-2D9C-4116-9861-DE2D9B48153F}	{6A68BA0C-DBBB-4E59-926A-010BE334B017}	Myxarium laccatum		0	2	0	0	0	0	0	0	0	0	0	0	0		Myxarium laccatum				0		15
{C0F3D0CB-18C5-45D8-B9C9-011798457044}	nigripes	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{D00397BB-DF5E-4AAF-B39D-C8498F2C4665}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{AED42834-B131-4F7C-BB80-6F109989413F}	{D00397BB-DF5E-4AAF-B39D-C8498F2C4665}	{C0F3D0CB-18C5-45D8-B9C9-011798457044}	Solntsevia nigripes	Mamaev 1965	0	2	1	1	1	1	0	0	0	0	0	0	0		Solntsevia nigripes			Russia (Europe)	0		15
{109A3C82-2588-4117-AA90-011C95521ACD}	Phloeotribus	{62253267-A76C-4326-9948-6A5BD50334C8}	{2E955F8C-3D69-4B5A-B81B-B8858374D52D}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{2E955F8C-3D69-4B5A-B81B-B8858374D52D}	{109A3C82-2588-4117-AA90-011C95521ACD}		Phloeotribus		0	0																	0		13
